EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,SalaryBand,TotalWorkingYears,YearsAtCompany,YearsInRole,NumCompaniesWorked,TrainingTimesLastYear,PromotionsLast5Years,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,OverTime,MaritalStatus,DistanceFromHome,Education,StockOptionLevel,Attrition
E200638,20,Female,R&D,Team Lead,93633,Low,15,3,14,7,4,1,4,1,3,2,Yes,Single,14,Master,0,No
E200639,40,Male,HR,Laboratory Technician,98672,High,26,14,14,2,0,1,1,4,1,1,No,Married,44,Doctor,0,Yes
E200640,25,Male,R&D,Team Lead,58244,High,10,10,2,0,8,1,3,3,4,4,No,Single,48,Below College,1,No
E200641,47,Female,Marketing,Developer,28253,Medium,15,18,4,5,8,0,1,3,2,4,Yes,Divorced,18,Master,0,No
E200642,36,Male,HR,Finance Analyst,74333,Low,22,4,3,1,6,0,1,2,1,4,Yes,Divorced,40,Below College,2,No
E200643,24,Male,Finance,Research Scientist,145349,Low,11,5,6,8,5,0,3,4,2,4,No,Married,34,Bachelor,1,Yes
E200644,50,Female,R&D,Data Analyst,70969,Low,39,12,5,4,4,1,2,4,4,1,No,Single,43,Bachelor,2,No
E200645,24,Male,R&D,Research Scientist,110744,Medium,2,9,11,4,4,0,3,3,4,2,Yes,Single,1,Below College,2,No
E200646,57,Female,Marketing,Manager,90423,Low,1,13,2,9,2,0,3,3,1,3,Yes,Divorced,42,Doctor,0,No
E200647,22,Male,IT,Human Resources,137286,Low,37,3,10,7,9,1,4,2,2,4,Yes,Married,18,Bachelor,0,Yes
E200648,42,Female,Marketing,Sales Executive,64411,Medium,23,19,7,5,0,1,4,2,4,4,No,Married,48,Bachelor,1,No
E200649,56,Male,R&D,Developer,95028,Low,28,11,7,2,5,1,4,4,2,2,Yes,Divorced,34,Master,1,No
E200650,56,Female,HR,Team Lead,55421,High,33,14,13,8,7,1,2,2,2,2,Yes,Single,23,Doctor,2,No
E200651,29,Female,IT,Manager,21454,High,19,9,1,9,1,1,1,3,3,3,Yes,Single,49,Below College,0,Yes
E200652,29,Female,Marketing,Laboratory Technician,37522,High,17,10,6,3,7,0,4,4,1,1,Yes,Married,16,Bachelor,0,Yes
E200653,38,Female,Marketing,Manager,58575,High,13,8,13,9,7,0,3,3,1,2,No,Married,19,Doctor,2,Yes
E200654,36,Male,R&D,Manager,23192,High,17,10,0,3,9,0,4,4,2,1,No,Divorced,37,Bachelor,0,No
E200655,40,Male,R&D,Data Analyst,131116,High,1,1,1,1,7,1,3,4,3,1,Yes,Married,55,Master,1,No
E200656,33,Female,Finance,Sales Executive,75268,High,0,12,7,2,9,1,2,3,2,4,Yes,Single,6,Doctor,2,No
E200657,28,Male,Marketing,Manager,147874,High,19,7,11,3,2,1,4,4,1,1,No,Single,24,College,0,No
E200658,20,Male,R&D,Data Analyst,101311,High,33,7,0,6,9,1,3,4,1,4,Yes,Married,17,Master,2,No
E200659,32,Male,Sales,Laboratory Technician,30402,Medium,10,0,1,2,7,0,1,2,2,4,No,Divorced,48,Below College,0,Yes
E200660,23,Male,IT,Research Scientist,98610,Medium,26,5,11,7,3,0,2,3,2,3,No,Single,16,Doctor,0,Yes
E200661,20,Male,Sales,Laboratory Technician,100781,High,22,12,0,7,2,0,3,3,2,1,No,Single,39,Bachelor,0,No
E200662,59,Female,IT,Human Resources,56527,Medium,37,8,4,9,8,0,1,2,1,2,No,Divorced,48,Doctor,1,Yes
E200663,51,Female,Marketing,Manager,72181,Medium,2,5,6,1,7,0,1,4,2,2,Yes,Married,41,Below College,2,Yes
E200664,53,Female,Finance,Manager,111472,High,11,14,5,3,9,0,3,1,2,2,No,Single,55,Doctor,1,No
E200665,47,Female,R&D,Research Scientist,47002,High,29,15,5,7,1,0,4,1,4,3,Yes,Single,6,Bachelor,1,No
E200666,50,Male,R&D,Developer,101219,Medium,30,3,5,0,7,0,1,3,1,4,Yes,Divorced,16,Master,2,Yes
E200667,27,Male,R&D,Manager,32460,High,22,16,7,0,2,1,2,2,2,4,No,Married,9,Master,2,Yes
E200668,58,Female,Marketing,Sales Executive,139783,High,0,8,4,3,9,0,1,4,3,2,No,Divorced,29,Bachelor,0,No
E200669,45,Male,IT,Finance Analyst,50482,High,19,11,14,1,5,0,4,2,1,4,No,Divorced,4,College,0,No
E200670,53,Male,R&D,Manager,36447,High,5,18,9,0,4,1,2,4,2,4,Yes,Married,26,College,2,No
E200671,22,Female,Sales,Finance Analyst,68228,Medium,10,19,6,7,7,1,2,3,2,3,No,Single,54,Master,0,Yes
E200672,31,Male,R&D,Laboratory Technician,103265,Low,34,11,2,1,8,0,2,3,4,1,No,Divorced,38,Below College,0,Yes
E200673,20,Female,Marketing,Developer,70126,Medium,3,5,8,3,6,0,3,1,4,1,No,Single,26,Doctor,2,No
E200674,24,Female,Finance,Data Analyst,40545,Low,28,11,9,2,5,1,1,2,1,3,Yes,Single,14,Bachelor,1,No
E200675,49,Male,Sales,Team Lead,75114,Low,9,8,2,1,5,1,4,3,4,3,No,Single,35,Below College,2,No
E200676,49,Male,R&D,Developer,113740,Low,28,19,13,7,0,1,3,2,4,4,No,Single,55,Doctor,2,No
E200677,36,Female,R&D,Team Lead,95350,Medium,37,4,13,2,4,0,3,3,1,3,No,Divorced,49,Master,1,No
E200678,42,Female,HR,Laboratory Technician,77801,Medium,0,2,5,8,7,1,2,4,3,4,Yes,Married,43,Bachelor,0,Yes
E200679,34,Male,IT,Developer,33890,Medium,39,1,2,9,5,0,3,4,2,1,No,Single,24,Below College,1,Yes
E200680,56,Female,Sales,Data Analyst,141284,Medium,7,7,0,4,0,1,1,1,2,3,Yes,Single,8,Doctor,1,No
E200681,40,Female,HR,Team Lead,72482,Medium,37,9,0,8,4,0,3,3,4,4,Yes,Single,40,Master,2,No
E200682,33,Female,Finance,Research Scientist,83397,Low,16,14,2,2,4,1,3,1,2,1,Yes,Married,25,Master,0,No
E200683,21,Male,IT,Sales Executive,21740,Medium,18,8,3,4,2,0,2,1,4,1,Yes,Single,4,Doctor,0,Yes
E200684,30,Female,Sales,Developer,50121,Low,32,9,13,9,7,1,2,3,1,2,Yes,Married,15,College,1,No
E200685,58,Male,R&D,Laboratory Technician,31218,Medium,14,10,1,5,8,1,3,3,1,1,No,Divorced,16,College,2,Yes
E200686,57,Female,Sales,Manager,91591,Medium,30,8,8,8,5,0,2,4,1,3,No,Married,54,Doctor,1,Yes
E200687,53,Male,R&D,Data Analyst,108241,High,20,13,14,7,5,0,4,1,2,3,Yes,Single,11,Doctor,0,No
E200688,57,Female,IT,Team Lead,54722,Low,2,4,10,1,1,0,4,4,4,4,Yes,Divorced,28,Doctor,0,No
E200689,53,Male,R&D,Team Lead,69431,Medium,1,8,7,1,9,1,4,2,4,3,Yes,Married,7,Master,2,No
E200690,37,Male,Finance,Sales Executive,71543,Medium,34,3,11,4,1,1,3,2,2,1,Yes,Single,50,Bachelor,2,No
E200691,49,Male,Marketing,Team Lead,62000,Medium,15,1,12,4,5,1,1,1,1,4,No,Divorced,38,Master,1,No
E200692,34,Female,R&D,Finance Analyst,91975,High,20,18,2,4,7,1,1,1,3,1,No,Divorced,24,Master,2,Yes
E200693,46,Female,Finance,Human Resources,50921,Low,11,0,6,3,1,1,2,3,4,2,Yes,Married,31,College,1,Yes
E200694,53,Female,Marketing,Finance Analyst,119265,Medium,27,0,3,7,8,0,1,3,4,4,Yes,Single,4,Doctor,2,No
E200695,57,Male,IT,Team Lead,108747,Medium,11,11,4,4,8,0,1,1,2,2,Yes,Married,37,Master,1,No
E200696,52,Female,IT,Data Analyst,50614,Medium,32,10,3,0,3,1,3,1,3,4,No,Divorced,56,Master,0,No
E200697,43,Male,Sales,Developer,81189,High,19,0,8,9,3,1,2,2,1,3,Yes,Divorced,35,Doctor,0,No
E200698,34,Female,Finance,Laboratory Technician,37601,Medium,39,13,10,4,3,0,1,4,4,1,No,Single,6,Bachelor,0,No
E200699,49,Male,Finance,Manager,113332,Low,20,10,6,0,4,1,4,2,2,4,No,Divorced,46,College,0,Yes
E200700,36,Male,HR,Developer,143254,Low,38,6,12,3,7,0,2,2,3,3,Yes,Single,33,Below College,0,Yes
E200701,24,Male,HR,Research Scientist,91543,Low,35,1,3,0,1,0,2,4,2,3,No,Married,52,Master,0,Yes
E200702,48,Female,Marketing,Developer,40514,Low,21,14,12,5,4,0,2,1,3,3,Yes,Divorced,32,Bachelor,2,Yes
E200703,23,Female,Marketing,Developer,103312,Medium,25,7,7,5,1,0,4,1,2,2,No,Divorced,46,Below College,2,No
E200704,29,Female,HR,Laboratory Technician,87612,High,6,19,1,0,7,0,1,2,3,3,Yes,Single,38,Doctor,2,No
E200705,36,Male,Marketing,Sales Executive,110886,High,6,14,6,7,0,1,4,2,4,4,Yes,Single,35,Below College,1,No
E200706,29,Male,R&D,Team Lead,139004,High,7,7,10,3,6,0,2,4,3,2,Yes,Married,17,Doctor,2,Yes
E200707,36,Female,HR,Sales Executive,124500,Medium,25,9,0,1,2,1,2,3,1,1,Yes,Single,54,Bachelor,2,Yes
E200708,39,Female,Finance,Research Scientist,36292,High,23,18,7,0,3,0,3,3,4,3,Yes,Divorced,32,Below College,1,No
E200709,43,Female,R&D,Manager,51510,Low,23,2,12,2,7,1,3,1,1,4,Yes,Married,14,College,1,Yes
E200710,24,Male,Marketing,Finance Analyst,48000,Medium,39,19,13,6,2,0,3,3,4,4,No,Married,19,Bachelor,0,No
E200711,53,Male,IT,Manager,128619,High,11,13,11,9,6,1,3,1,3,2,No,Married,24,Below College,2,No
E200712,25,Male,Sales,Team Lead,139277,Low,7,8,13,9,0,1,2,1,4,1,Yes,Single,39,Master,2,No
E200713,21,Male,HR,Manager,50383,Low,8,8,12,7,8,0,4,1,2,2,No,Single,11,Below College,1,No
E200714,32,Male,IT,Human Resources,31785,Medium,2,5,14,4,5,0,3,4,3,3,Yes,Divorced,7,Below College,0,Yes
E200715,30,Female,Marketing,Finance Analyst,60910,Medium,20,7,5,6,2,0,4,2,2,1,No,Married,45,College,2,No
E200716,42,Male,Finance,Research Scientist,59028,High,30,10,11,1,6,1,3,3,2,1,No,Married,24,Bachelor,1,No
E200717,35,Male,Sales,Team Lead,44855,High,23,7,4,3,4,0,1,4,2,1,Yes,Married,55,Master,1,No
E200718,50,Male,IT,Data Analyst,44281,High,3,11,8,5,7,0,3,3,2,2,Yes,Divorced,53,Bachelor,2,No
E200719,30,Male,Sales,Research Scientist,133838,Medium,19,9,8,4,7,1,4,4,1,4,No,Single,58,Bachelor,1,No
E200720,35,Male,HR,Human Resources,24841,High,15,3,2,5,8,0,3,3,3,2,No,Married,24,Master,1,Yes
E200721,27,Female,Marketing,Finance Analyst,117204,High,9,15,8,1,5,0,1,3,2,4,No,Single,14,Master,2,No
E200722,23,Male,Finance,Laboratory Technician,80155,Low,25,19,12,6,3,1,4,2,1,2,No,Single,24,College,0,No
E200723,59,Male,Marketing,Human Resources,46918,Low,28,5,14,7,1,0,4,3,4,4,No,Single,11,Doctor,2,Yes
E200724,23,Male,Sales,Research Scientist,76313,Low,4,8,12,8,2,1,4,4,2,4,No,Single,8,College,0,No
E200725,44,Female,IT,Team Lead,144354,High,10,4,8,5,4,0,2,3,2,1,Yes,Single,44,Master,1,No
E200726,22,Female,HR,Team Lead,144737,Medium,28,5,1,6,7,1,4,2,1,4,No,Divorced,15,Below College,2,No
E200727,51,Female,HR,Finance Analyst,148517,Low,14,16,4,0,9,1,2,3,4,3,Yes,Single,42,Below College,2,No
E200728,22,Male,Marketing,Sales Executive,131688,Medium,5,16,10,8,1,0,1,4,4,3,No,Married,54,Bachelor,0,No
E200729,46,Female,IT,Finance Analyst,145769,High,14,12,1,5,4,1,4,3,1,4,Yes,Married,2,Bachelor,1,No
E200730,48,Male,IT,Finance Analyst,37443,High,19,16,0,3,8,0,4,2,2,4,Yes,Married,24,Doctor,2,No
E200731,51,Male,Sales,Human Resources,52250,Low,33,13,6,9,1,1,4,2,3,4,Yes,Divorced,45,Doctor,2,Yes
E200732,38,Female,Marketing,Team Lead,21922,Medium,1,1,3,8,7,1,1,2,1,4,Yes,Single,10,Doctor,1,No
E200733,40,Male,Marketing,Research Scientist,51976,Low,15,18,4,0,2,0,2,2,3,1,No,Married,32,Doctor,0,No
E200734,24,Male,R&D,Laboratory Technician,31991,High,18,2,3,1,7,0,3,1,2,3,Yes,Married,17,Below College,2,No
E200735,37,Male,Marketing,Manager,124405,Medium,33,1,5,2,3,0,1,2,2,1,Yes,Married,57,Master,1,Yes
E200736,47,Female,HR,Developer,73744,Low,13,1,10,0,3,1,1,3,4,3,No,Single,57,Doctor,2,No
E200737,41,Male,Sales,Laboratory Technician,42733,High,23,6,1,1,6,0,1,3,2,4,No,Married,54,College,2,No
E200738,40,Male,IT,Manager,22473,Low,27,3,7,1,4,1,2,3,4,3,No,Single,10,Doctor,2,No
E200739,25,Female,Marketing,Sales Executive,28108,Medium,31,16,3,6,3,1,2,3,4,3,Yes,Married,22,Below College,0,Yes
E200740,20,Male,Sales,Research Scientist,48715,Medium,36,5,7,9,6,0,2,1,2,2,No,Married,6,Bachelor,1,No
E200741,24,Male,Marketing,Team Lead,133754,Medium,9,6,2,5,2,1,2,1,4,2,Yes,Single,27,College,2,Yes
E200742,31,Female,IT,Data Analyst,142784,Medium,8,19,11,8,8,0,2,1,2,4,Yes,Married,20,Doctor,2,Yes
E200743,45,Male,Finance,Finance Analyst,128347,Medium,23,5,11,4,4,1,4,3,4,1,Yes,Divorced,1,Below College,2,No
E200744,53,Male,IT,Laboratory Technician,146421,Low,35,8,10,8,2,0,3,4,4,2,No,Single,17,Bachelor,0,No
E200745,33,Male,IT,Manager,141436,Low,28,19,4,9,1,1,3,4,2,4,Yes,Married,1,Doctor,2,Yes
E200746,45,Male,IT,Data Analyst,52210,Low,28,3,11,8,6,1,2,3,3,1,Yes,Divorced,37,Below College,1,No
E200747,46,Male,Marketing,Laboratory Technician,134514,Low,22,4,2,1,6,0,2,2,1,2,Yes,Divorced,15,Below College,0,Yes
E200748,28,Female,R&D,Research Scientist,57317,High,26,18,11,8,4,1,4,2,2,3,No,Single,55,Master,1,No
E200749,45,Female,IT,Team Lead,85516,High,30,9,14,2,3,1,2,3,4,2,No,Married,1,Below College,2,Yes
E200750,41,Female,HR,Laboratory Technician,53362,Low,6,17,12,2,1,1,4,2,1,4,Yes,Single,17,Doctor,2,Yes
E200751,49,Female,HR,Laboratory Technician,74604,High,3,14,6,8,1,1,4,2,3,2,Yes,Divorced,46,Below College,0,No
E200752,36,Male,Sales,Team Lead,135194,High,13,0,14,6,6,1,1,4,2,2,Yes,Divorced,45,College,2,Yes
E200753,45,Male,R&D,Sales Executive,24889,Medium,9,4,2,7,9,0,1,3,4,1,Yes,Single,43,Below College,1,No
E200754,55,Male,Sales,Human Resources,109557,Low,33,4,14,6,6,0,2,1,4,1,No,Single,44,Below College,1,Yes
E200755,20,Male,HR,Laboratory Technician,93748,High,25,7,11,8,3,1,4,4,2,3,Yes,Married,38,College,1,Yes
E200756,27,Male,HR,Team Lead,51971,High,22,19,7,7,3,0,2,3,4,4,No,Divorced,43,Doctor,2,No
E200757,54,Female,Finance,Human Resources,70551,Low,8,14,8,3,3,0,1,3,1,3,Yes,Single,2,Bachelor,2,Yes
E200758,34,Female,IT,Team Lead,23201,Medium,36,16,12,1,1,1,1,4,4,3,Yes,Divorced,18,Master,0,Yes
E200759,41,Male,HR,Team Lead,126158,Low,7,18,11,4,8,0,1,2,1,2,No,Single,12,Bachelor,0,No
E200760,33,Male,Marketing,Sales Executive,125067,Medium,13,12,1,1,0,1,1,2,1,3,Yes,Married,29,Doctor,1,Yes
E200761,45,Male,Marketing,Team Lead,128957,High,6,9,2,3,7,0,1,4,2,1,Yes,Divorced,23,Doctor,1,Yes
E200762,47,Female,Sales,Research Scientist,109882,Medium,6,16,11,1,5,1,2,3,4,3,No,Married,47,College,0,Yes
E200763,42,Male,Sales,Laboratory Technician,57958,Medium,8,4,12,4,9,1,2,1,1,4,Yes,Married,9,Bachelor,0,Yes
E200764,33,Male,IT,Manager,99251,Low,2,17,6,5,6,1,1,3,4,3,No,Divorced,8,Below College,1,Yes
E200765,43,Male,IT,Manager,25681,High,13,16,4,0,4,1,2,1,1,4,No,Single,50,College,0,No
E200766,21,Female,Finance,Manager,121982,Low,16,3,9,7,5,0,1,1,3,4,Yes,Married,16,College,2,No
E200767,45,Male,R&D,Team Lead,66870,Low,21,6,6,1,5,0,1,3,2,3,No,Married,23,Master,2,No
E200768,33,Female,Sales,Data Analyst,148396,High,25,4,1,4,8,1,1,3,2,3,No,Divorced,53,College,0,Yes
E200769,26,Female,IT,Human Resources,102256,Low,27,7,13,7,9,0,2,3,2,3,Yes,Divorced,29,Bachelor,0,No
E200770,22,Female,Sales,Human Resources,87203,Low,13,7,13,4,3,1,2,1,1,4,Yes,Divorced,59,Doctor,2,Yes
E200771,42,Female,IT,Team Lead,48152,Medium,8,10,3,2,4,1,4,2,3,1,Yes,Married,10,Master,2,No
E200772,37,Female,HR,Research Scientist,70061,Low,25,8,0,5,3,0,2,1,1,2,No,Single,12,Below College,1,No
E200773,57,Female,Sales,Research Scientist,77619,High,1,18,14,0,0,1,2,1,2,3,Yes,Single,52,Bachelor,0,Yes
E200774,54,Male,HR,Finance Analyst,78235,Low,10,18,4,0,9,1,3,1,1,2,No,Divorced,12,Below College,2,No
E200775,34,Male,Sales,Team Lead,93740,Medium,16,8,7,7,5,0,1,4,2,3,Yes,Married,30,College,0,Yes
E200776,44,Male,R&D,Developer,57890,Low,33,19,0,6,4,1,1,2,4,4,Yes,Married,10,Bachelor,2,Yes
E200777,56,Female,Finance,Sales Executive,110073,Low,18,16,6,9,3,1,2,1,1,4,Yes,Married,14,Master,2,Yes
E200778,47,Male,Marketing,Manager,81401,Low,38,15,6,9,5,0,2,1,4,2,No,Divorced,4,Master,0,Yes
E200779,29,Female,Marketing,Sales Executive,31217,Medium,17,6,6,2,4,0,4,4,1,1,No,Married,47,Below College,1,No
E200780,58,Female,Marketing,Manager,68351,High,12,2,14,7,2,1,3,1,2,4,No,Married,20,Doctor,2,Yes
E200781,36,Female,HR,Team Lead,53741,High,4,18,0,7,1,0,1,2,4,2,Yes,Single,41,Master,0,Yes
E200782,58,Male,IT,Data Analyst,40654,Medium,22,7,11,0,5,0,1,1,1,4,Yes,Divorced,39,Below College,2,Yes
E200783,41,Female,Marketing,Finance Analyst,81314,Medium,23,4,10,9,3,0,2,2,2,3,Yes,Divorced,7,Doctor,0,Yes
E200784,45,Female,R&D,Research Scientist,21408,Low,28,5,2,6,9,0,2,2,1,2,Yes,Divorced,30,Bachelor,0,No
E200785,44,Male,Marketing,Data Analyst,148601,High,7,1,10,1,2,0,3,3,4,2,Yes,Married,52,Master,2,Yes
E200786,36,Male,Sales,Sales Executive,62903,Medium,25,18,1,1,7,0,1,4,1,3,Yes,Married,41,Master,1,No
E200787,32,Female,HR,Sales Executive,104208,High,14,12,14,1,8,1,3,4,1,2,Yes,Single,24,Below College,2,No
E200788,39,Female,Sales,Research Scientist,127042,Low,0,5,14,4,6,1,1,4,4,3,No,Divorced,10,Master,2,Yes
E200789,44,Male,Sales,Finance Analyst,132653,Medium,27,5,4,6,1,0,2,3,2,1,Yes,Married,52,Below College,1,No
E200790,23,Male,Sales,Manager,21218,High,13,1,1,3,7,0,3,3,1,3,Yes,Single,45,Master,1,Yes
E200791,29,Male,Finance,Data Analyst,70572,High,33,4,12,3,4,0,4,2,1,1,No,Married,38,Below College,0,Yes
E200792,22,Female,Finance,Finance Analyst,78798,Low,30,10,13,8,9,1,2,4,3,2,Yes,Married,36,Master,0,Yes
E200793,37,Male,IT,Laboratory Technician,121681,Medium,5,10,4,9,6,1,4,3,3,3,Yes,Divorced,17,Bachelor,1,No
E200794,55,Male,HR,Human Resources,142189,High,4,13,4,8,4,1,4,3,2,2,No,Divorced,21,Bachelor,1,Yes
E200795,41,Male,R&D,Manager,129268,Low,30,12,3,6,1,1,4,3,4,1,Yes,Married,58,Below College,2,No
E200796,53,Female,R&D,Laboratory Technician,50105,High,36,7,10,9,3,0,1,2,2,4,No,Married,46,Bachelor,1,Yes
E200797,27,Male,R&D,Manager,89634,Low,14,14,6,3,4,0,4,1,2,4,Yes,Married,59,Below College,2,Yes
E200798,59,Male,Sales,Manager,137426,High,14,11,9,7,5,0,1,3,2,4,No,Married,3,Below College,2,Yes
E200799,38,Male,Finance,Manager,85063,High,4,2,5,9,4,0,3,3,1,4,Yes,Married,1,College,2,No
E200800,56,Male,HR,Finance Analyst,27619,Low,27,4,1,2,9,0,2,3,1,4,No,Divorced,18,Bachelor,1,Yes
E200801,25,Male,Sales,Finance Analyst,31939,Medium,32,5,14,2,0,1,1,4,2,1,Yes,Divorced,2,College,1,No
E200802,45,Female,Finance,Laboratory Technician,38226,Low,10,1,3,6,0,0,1,4,2,4,No,Married,40,College,2,Yes
E200803,53,Female,Finance,Sales Executive,45322,Medium,5,7,12,8,2,1,3,3,3,4,Yes,Married,48,Master,1,No
E200804,25,Female,Marketing,Research Scientist,137504,High,22,4,13,3,8,0,3,2,4,2,Yes,Divorced,4,Below College,0,Yes
E200805,56,Male,Marketing,Data Analyst,78215,High,39,16,10,3,1,0,2,1,2,3,Yes,Married,32,Doctor,0,Yes
E200806,52,Female,HR,Data Analyst,36878,Low,1,1,6,0,9,1,3,4,3,3,No,Divorced,19,College,2,No
E200807,41,Female,HR,Developer,26560,Low,14,10,8,0,4,1,1,1,2,3,No,Divorced,20,Master,1,Yes
E200808,40,Female,HR,Team Lead,58278,Medium,22,3,8,2,8,0,2,3,4,3,Yes,Divorced,42,Bachelor,0,Yes
E200809,25,Male,Sales,Team Lead,56212,Medium,21,10,11,6,6,1,2,4,2,1,Yes,Divorced,49,Doctor,2,Yes
E200810,25,Male,IT,Laboratory Technician,114835,Medium,8,8,2,8,7,1,2,1,4,3,No,Single,49,Below College,0,No
E200811,23,Female,HR,Manager,143955,Low,39,5,0,3,1,1,4,3,1,2,No,Married,53,Master,2,No
E200812,49,Female,Marketing,Manager,93079,High,29,1,8,1,4,0,4,4,4,1,No,Married,7,Doctor,2,No
E200813,30,Male,IT,Human Resources,43946,Low,15,14,7,5,8,0,1,3,2,4,No,Married,9,Below College,2,No
E200814,49,Male,Sales,Sales Executive,138682,High,29,4,6,5,0,0,4,4,3,2,No,Divorced,7,Below College,0,Yes
E200815,50,Female,IT,Developer,51740,Low,8,11,5,8,0,1,3,1,1,2,No,Divorced,27,Doctor,2,Yes
E200816,43,Male,R&D,Finance Analyst,130733,Low,0,12,13,3,9,1,2,1,3,4,Yes,Divorced,21,Master,2,No
E200817,28,Female,IT,Manager,27253,Medium,37,16,14,7,7,0,1,4,2,4,Yes,Married,35,Doctor,0,Yes
E200818,22,Male,HR,Developer,99311,High,7,3,9,2,1,0,3,2,1,2,Yes,Divorced,24,College,2,No
E200819,50,Female,Sales,Data Analyst,52813,Low,17,9,6,1,8,1,2,3,3,1,No,Single,32,Below College,0,Yes
E200820,59,Female,HR,Human Resources,84331,Low,26,0,10,8,9,0,3,1,2,4,No,Married,12,Bachelor,2,No
E200821,56,Male,Marketing,Finance Analyst,47632,High,17,10,8,5,8,0,4,2,3,3,Yes,Single,23,Doctor,1,No
E200822,55,Female,R&D,Developer,68365,Low,31,15,5,7,3,1,3,4,4,2,Yes,Single,36,Doctor,1,No
E200823,43,Female,Marketing,Laboratory Technician,87593,High,31,10,14,9,1,1,4,1,4,2,No,Married,49,Below College,0,Yes
E200824,50,Female,HR,Finance Analyst,53431,Medium,35,8,13,8,2,0,3,1,2,4,Yes,Single,29,Below College,2,No
E200825,25,Male,HR,Team Lead,57436,Medium,35,1,13,0,9,1,1,3,3,4,Yes,Single,3,Doctor,0,No
E200826,21,Male,HR,Finance Analyst,38413,High,20,6,9,0,0,1,4,2,2,3,No,Divorced,43,Bachelor,2,Yes
E200827,39,Male,Finance,Human Resources,115761,Medium,31,18,2,4,2,0,4,3,3,3,Yes,Single,8,Below College,0,Yes
E200828,47,Female,R&D,Finance Analyst,58485,High,30,17,12,8,4,1,2,4,1,3,Yes,Divorced,34,Below College,1,Yes
E200829,30,Male,HR,Research Scientist,88232,Low,36,19,13,6,2,1,4,1,2,3,No,Single,57,College,0,No
E200830,23,Female,HR,Sales Executive,131504,Low,15,6,2,6,2,0,2,2,2,2,No,Married,14,Master,1,Yes
E200831,34,Female,Marketing,Human Resources,36101,High,13,8,3,1,9,1,4,3,3,4,No,Married,36,College,1,No
E200832,25,Male,Marketing,Laboratory Technician,28831,Low,23,11,9,2,5,1,4,2,2,1,No,Married,48,Bachelor,1,Yes
E200833,49,Male,HR,Human Resources,104583,Medium,24,2,12,3,2,0,4,4,1,4,Yes,Married,46,Master,0,No
E200834,57,Female,Sales,Data Analyst,71897,Low,34,15,13,1,2,1,4,1,3,4,Yes,Divorced,32,Doctor,0,No
E200835,21,Female,Finance,Laboratory Technician,25004,Low,16,6,14,9,8,0,2,2,3,3,No,Single,7,Bachelor,1,No
E200836,34,Male,Marketing,Team Lead,108241,High,3,4,13,8,1,0,1,4,3,3,No,Single,10,Bachelor,0,Yes
E200837,30,Male,Sales,Finance Analyst,65924,Medium,10,6,9,4,0,1,3,4,1,2,No,Married,12,College,2,No
E200838,27,Male,Finance,Finance Analyst,41509,Low,14,18,7,6,9,0,4,1,1,3,Yes,Divorced,55,Master,1,No
E200839,45,Female,HR,Data Analyst,139636,Low,29,16,9,8,7,0,4,3,2,2,Yes,Divorced,40,Bachelor,2,No
E200840,24,Female,R&D,Developer,57170,High,23,15,8,4,2,1,1,1,3,4,Yes,Married,23,Master,1,Yes
E200841,25,Female,IT,Data Analyst,63555,High,1,18,13,5,6,0,2,1,1,4,No,Single,11,Doctor,2,Yes
E200842,45,Female,IT,Research Scientist,34662,Medium,33,17,7,3,1,0,3,2,4,4,No,Married,52,Master,1,Yes
E200843,23,Female,HR,Manager,138115,Low,22,18,10,7,7,1,1,2,2,2,Yes,Single,13,College,1,No
E200844,38,Male,Marketing,Developer,124216,High,30,3,9,0,8,0,1,3,1,2,Yes,Married,12,College,1,No
E200845,39,Male,Sales,Manager,85930,High,36,0,1,0,7,0,1,4,1,2,No,Single,7,Bachelor,0,Yes
E200846,52,Female,R&D,Team Lead,67403,High,12,3,3,4,7,1,1,2,1,3,No,Divorced,53,Master,2,No
E200847,39,Female,Finance,Sales Executive,56365,Medium,32,3,3,9,7,1,4,3,2,1,No,Married,44,College,1,Yes
E200848,31,Male,HR,Sales Executive,82188,High,6,8,11,8,6,0,3,1,1,3,No,Single,10,Below College,0,Yes
E200849,20,Male,R&D,Finance Analyst,96060,Medium,31,7,1,1,1,0,4,4,1,1,No,Single,7,College,1,Yes
E200850,45,Male,R&D,Sales Executive,118633,Medium,6,1,12,2,7,0,1,1,4,3,No,Single,51,Doctor,2,Yes
E200851,33,Male,Marketing,Data Analyst,46673,Low,37,5,7,7,4,1,3,4,4,4,No,Single,58,Below College,1,Yes
E200852,57,Female,Finance,Developer,83471,Low,12,10,2,4,5,0,1,2,4,2,No,Divorced,27,Master,0,Yes
E200853,56,Male,R&D,Finance Analyst,37156,Medium,23,3,1,2,3,1,2,1,1,3,Yes,Single,7,Bachelor,1,Yes
E200854,30,Female,Marketing,Finance Analyst,77287,Low,27,13,6,5,0,0,1,1,4,2,Yes,Divorced,55,Below College,1,No
E200855,55,Male,Sales,Developer,21645,Low,31,8,14,5,4,0,1,4,3,3,Yes,Single,50,College,1,No
E200856,32,Male,Marketing,Team Lead,79076,High,17,1,0,4,2,1,2,3,4,4,No,Divorced,24,Bachelor,1,Yes
